leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
marriage_leave,20-01-2025,29-01-2025,second_half,first_half,10,Chad Johnson,Jesse Aguilar,Technical,Angular
maternity_leave,16-01-2024,18-01-2024,second_half,full_day,3,Michael Mercado,Eric Howard,Business,Business Development Executive
maternity_leave,24-11-2024,27-11-2024,full_day,first_half,4,Lindsay Thompson,William Reed,Technical,iOS
medical_leave,22-10-2023,25-10-2023,first_half,first_half,4,Brett Taylor,Cindy Fox,Business,Business Development Executive
casual_leave,04-11-2024,10-11-2024,full_day,first_half,7,Melanie Tucker,Wayne Gamble,Technical,Android
maternity_leave,14-07-2024,24-07-2024,second_half,first_half,11,Jacqueline Dyer,Melissa Cooper,Technical,PHP
paternity_leave,01-08-2023,06-08-2023,second_half,full_day,6,Ashley Figueroa,Thomas Mcdonald,HR,HR
casual_leave,07-08-2023,15-08-2023,first_half,first_half,9,Jeffrey Kerr,Jordan Krause,Business,Business Development Executive
casual_leave,01-07-2023,10-07-2023,first_half,full_day,10,Robert Boone,Jeremy Reynolds,HR,HR
casual_leave,19-11-2024,25-11-2024,second_half,first_half,7,David Cooper,Tara Watson,Technical,System
marriage_leave,27-06-2024,05-07-2024,second_half,full_day,9,Janet Miller,Christy Garrison,Office Admin,Office Admin
maternity_leave,26-05-2024,01-06-2024,second_half,full_day,7,Thomas Williams,Harold Flores,Office Admin,Office Admin
medical_leave,30-09-2023,07-10-2023,full_day,full_day,8,Stephanie Holland,Gary Jensen,HR,HR
marriage_leave,20-12-2023,22-12-2023,full_day,full_day,3,Johnny Nguyen,Leon Nelson,Technical,Angular
academic_leave,10-01-2025,20-01-2025,first_half,first_half,11,John Carson,Michael Carpenter,Technical,PHP
casual_leave,18-03-2024,26-03-2024,first_half,full_day,9,Robert Maldonado,Michael Hanson,Technical,PHP
maternity_leave,10-03-2025,12-03-2025,first_half,full_day,3,Jared Mcbride,Ryan Burns,Office Admin,Office Admin
maternity_leave,12-02-2024,20-02-2024,second_half,full_day,9,Benjamin Miller,Mr. Calvin Boyle,Business,Business Development Executive
paternity_leave,19-01-2025,25-01-2025,second_half,first_half,7,Caleb Holt,Garrett Carr,Office Admin,Office Admin
paternity_leave,16-07-2024,22-07-2024,second_half,full_day,7,Valerie Walton,Brittany Johnson,Technical,System
marriage_leave,08-11-2024,17-11-2024,first_half,full_day,10,Lydia Wallace,William Johnson,Technical,ReactJS
paternity_leave,08-10-2024,08-10-2024,second_half,first_half,0.5,Melinda Hernandez,Mrs. Linda Price,Technical,ReactJS
marriage_leave,08-05-2023,16-05-2023,second_half,full_day,9,Cory Leonard,Evan West,HR,HR
academic_leave,18-03-2025,22-03-2025,first_half,first_half,5,Christina Bond,Adam Mcgee,Business,Business Development Executive
paternity_leave,12-04-2024,17-04-2024,full_day,full_day,6,Donna Smith DVM,Rebecca Nguyen,Business,Business Development Executive
marriage_leave,07-12-2023,12-12-2023,first_half,first_half,6,Jason Whitney,Marvin Hayden,Office Admin,Office Admin
maternity_leave,28-05-2024,07-06-2024,full_day,first_half,11,Miranda Lopez,Aaron Harris,Business,Business Development Executive
academic_leave,28-09-2024,02-10-2024,first_half,first_half,5,Virginia Arellano,Allison Bryant,Technical,PHP
maternity_leave,01-01-2024,10-01-2024,second_half,full_day,10,Vincent Cochran,Anthony Kirby,Technical,System
casual_leave,05-05-2023,08-05-2023,first_half,full_day,4,Ashley Harvey,Jeffrey Bartlett,Business,Business Development Executive
medical_leave,04-05-2023,08-05-2023,full_day,first_half,5,Jennifer Dominguez,Kenneth Peterson,HR,Project coordinator
academic_leave,22-09-2024,28-09-2024,second_half,full_day,7,Colin Fuller,Allison Newman,Business,Business Development Executive
academic_leave,27-11-2023,02-12-2023,second_half,first_half,6,Michelle Martinez,Jay Green,HR,Project coordinator
paternity_leave,16-05-2024,23-05-2024,second_half,first_half,8,Christy Smith,Monica Ortiz,Technical,Android
medical_leave,01-08-2024,04-08-2024,second_half,first_half,4,Bruce Thompson,Travis Ritter,Business,Business Development Executive
paternity_leave,20-03-2025,23-03-2025,second_half,full_day,4,Lindsey Odonnell,Jessica Wright,Business,Business Development Executive
casual_leave,20-01-2024,30-01-2024,full_day,full_day,11,Margaret Wood,Susan Palmer,Business,Business Development Executive
casual_leave,11-12-2023,20-12-2023,second_half,full_day,10,Mercedes Davis,Brandon Fuller,Technical,System
paternity_leave,02-12-2023,06-12-2023,first_half,full_day,5,Brian Nichols,Kathryn Snyder,Office Admin,Office Admin
maternity_leave,06-02-2025,12-02-2025,first_half,full_day,7,Edwin Malone,Tammy Waters,Business,Business Development Executive
maternity_leave,26-07-2023,02-08-2023,full_day,full_day,8,Karen Hicks,Madeline Foster,Office Admin,Office Admin
academic_leave,23-11-2023,27-11-2023,second_half,first_half,5,Justin Baker,Matthew Martin,HR,Project coordinator
casual_leave,27-02-2024,07-03-2024,second_half,full_day,10,Daisy Griffin,Nicole Hale,Technical,Android
academic_leave,17-11-2024,20-11-2024,full_day,full_day,4,Ryan Wilson,Brandon Patel,Technical,Angular
paternity_leave,06-04-2024,14-04-2024,full_day,first_half,9,Patrick Wilson,John Garcia,Office Admin,Office Admin
academic_leave,09-02-2024,16-02-2024,second_half,full_day,8,Jordan Allen,Zachary Nguyen,Business,Business Development Executive
medical_leave,05-12-2023,14-12-2023,full_day,first_half,10,Adam Wood,Leah Webb,Business,Business Development Executive
casual_leave,10-07-2023,11-07-2023,second_half,first_half,2,Crystal Gutierrez,Frederick Dominguez,Business,Business Development Executive
academic_leave,02-02-2024,08-02-2024,first_half,full_day,7,Julie Luna,Deborah Marshall,Office Admin,Office Admin
academic_leave,15-04-2025,22-04-2025,first_half,full_day,8,Jennifer Romero,Karen Foster,Technical,Angular
casual_leave,03-03-2024,04-03-2024,first_half,full_day,2,Jessica Townsend,Timothy Cantu,Business,Business Development Executive
maternity_leave,23-06-2024,26-06-2024,first_half,full_day,4,John Lester,Elizabeth Harris,HR,Project coordinator
paternity_leave,17-04-2024,20-04-2024,second_half,first_half,4,Melissa Gregory,Cory Anthony,Office Admin,Office Admin
maternity_leave,19-02-2025,28-02-2025,full_day,full_day,10,Kenneth Taylor,Kevin Goodwin,HR,HR
paternity_leave,27-12-2023,05-01-2024,first_half,full_day,10,Michael Giles,Jennifer Snyder,Office Admin,Office Admin
maternity_leave,26-01-2024,03-02-2024,first_half,first_half,9,Brittany Bender,Jesse Martin,Business,Business Development Executive
medical_leave,09-01-2025,14-01-2025,full_day,first_half,6,Charles Chavez,Matthew Murphy,Office Admin,Office Admin
marriage_leave,05-05-2023,11-05-2023,second_half,full_day,7,Natalie Sheppard,Leslie Rodriguez,Office Admin,Office Admin
maternity_leave,22-12-2023,22-12-2023,second_half,full_day,0.5,Kimberly Conner MD,Jennifer Ritter,Business,Business Development Executive
casual_leave,06-05-2024,09-05-2024,second_half,first_half,4,Jasmine Hines,Alexander Adkins,Technical,PHP
academic_leave,13-11-2023,16-11-2023,first_half,full_day,4,Daniel Porter,Ashley Silva,HR,Project coordinator
medical_leave,09-01-2025,17-01-2025,first_half,first_half,9,Rachel Pena,David Reed,Business,Business Development Executive
casual_leave,21-06-2023,21-06-2023,second_half,full_day,0.5,Kelly Delgado,Erin Morrison,HR,Project coordinator
academic_leave,29-06-2023,01-07-2023,second_half,full_day,3,Nancy Rodriguez,Benjamin Carroll,Technical,PHP
maternity_leave,03-12-2024,07-12-2024,second_half,first_half,5,Robert Ford,Jamie Hendricks,Office Admin,Office Admin
academic_leave,27-07-2023,30-07-2023,full_day,full_day,4,Linda Powell,Tony Phelps,Office Admin,Office Admin
casual_leave,14-08-2023,16-08-2023,full_day,full_day,3,Rebecca Cervantes,Joanna Flores,Business,Business Development Executive
academic_leave,22-01-2025,24-01-2025,second_half,full_day,3,Jonathan Hernandez,Kevin Foster,Technical,iOS
casual_leave,14-03-2025,24-03-2025,first_half,first_half,11,Eileen Murray,Stephen Miller,HR,Project coordinator
paternity_leave,07-12-2024,08-12-2024,first_half,full_day,2,Lindsay King,Kendra Hensley,Technical,ReactJS
marriage_leave,01-02-2025,02-02-2025,full_day,full_day,2,Ebony Good,Melissa Young,Technical,NodeJS
paternity_leave,04-02-2025,08-02-2025,first_half,first_half,5,Ian Hansen,Tammy Smith,HR,HR
paternity_leave,17-10-2024,24-10-2024,second_half,first_half,8,Andrea Shannon,Deborah Gray,HR,HR
medical_leave,28-03-2025,05-04-2025,full_day,full_day,9,Marie Stuart,Richard Wood,Business,Business Development Executive
paternity_leave,29-09-2023,07-10-2023,first_half,first_half,9,Kendra Becker,Bethany Moyer,Business,Business Development Executive
casual_leave,04-06-2024,10-06-2024,full_day,full_day,7,Alyssa Browning,Katie Aguilar,Business,Business Development Executive
maternity_leave,04-11-2023,10-11-2023,full_day,full_day,7,Ellen Thomas,Erica Bennett,Technical,PHP
marriage_leave,12-08-2023,13-08-2023,full_day,full_day,2,Alexandra Skinner,Jennifer Gross,Technical,iOS
maternity_leave,05-01-2024,07-01-2024,second_half,first_half,3,Beth White,Michael White,Technical,System
paternity_leave,13-03-2025,20-03-2025,first_half,first_half,8,Daniel Anderson,Nicole Robertson,Technical,Android
maternity_leave,24-04-2024,28-04-2024,full_day,first_half,5,Jane Oneill,Mark Johnson,Technical,PHP
paternity_leave,15-10-2024,23-10-2024,first_half,first_half,9,Daniel Burton,Brian Bowman,HR,HR
marriage_leave,13-09-2023,16-09-2023,full_day,full_day,4,Jack Davis,Eric Martin,Office Admin,Office Admin
maternity_leave,20-01-2025,24-01-2025,first_half,first_half,5,Brittany Stevens,Amy Turner,HR,Project coordinator
casual_leave,17-03-2024,26-03-2024,first_half,full_day,10,Lawrence Miller,Phillip Mccormick,Business,Business Development Executive
maternity_leave,28-07-2024,28-07-2024,first_half,first_half,0.5,Shannon Beasley,Elizabeth Franklin,HR,HR
academic_leave,11-06-2023,13-06-2023,second_half,first_half,3,Samantha Kaufman,Caitlin Thompson,Office Admin,Office Admin
casual_leave,13-03-2024,19-03-2024,first_half,full_day,7,Miss Briana Sanders,Marilyn Willis,Technical,Android
academic_leave,11-01-2024,21-01-2024,second_half,first_half,11,Timothy Gordon,Michael Oconnor,Office Admin,Office Admin
medical_leave,24-04-2024,03-05-2024,second_half,full_day,10,Johnny Santiago,Miss Diana Bell,Business,Business Development Executive
paternity_leave,15-02-2024,22-02-2024,second_half,full_day,8,Eric Bradshaw,Yolanda Gomez,Technical,PHP
medical_leave,05-08-2023,12-08-2023,second_half,first_half,8,Monique Smith,Mrs. Desiree Carter MD,Office Admin,Office Admin
maternity_leave,01-11-2024,10-11-2024,second_half,first_half,10,Jeanette Perez,Kathleen Lewis,Technical,PHP
academic_leave,20-03-2025,27-03-2025,second_half,full_day,8,Michael Cooper,William Matthews,HR,HR
academic_leave,03-10-2024,03-10-2024,first_half,full_day,0.5,Shawn Graham,Sarah Walsh,Business,Business Development Executive
academic_leave,20-12-2024,26-12-2024,full_day,full_day,7,Mallory Thomas,Daniel Anderson,HR,HR
casual_leave,02-07-2024,09-07-2024,second_half,first_half,8,Sarah Brock,Cindy Mckinney,Office Admin,Office Admin
medical_leave,03-08-2024,10-08-2024,first_half,first_half,8,Krista Friedman,Michael Morton,Business,Business Development Executive
casual_leave,07-02-2025,11-02-2025,second_half,first_half,5,John Kelly,Christopher Adams,HR,HR
paternity_leave,04-07-2023,08-07-2023,second_half,first_half,5,Scott Gonzalez,Christopher Rivas,Business,Business Development Executive
casual_leave,25-12-2024,02-01-2025,second_half,full_day,9,Christopher Turner,Megan Ellis,Technical,PHP
marriage_leave,18-04-2025,24-04-2025,first_half,full_day,7,Brittany Owens,Margaret Mitchell,HR,HR
academic_leave,01-01-2025,11-01-2025,full_day,first_half,11,Brenda Hernandez,Christy Cannon,Office Admin,Office Admin
medical_leave,08-06-2024,18-06-2024,full_day,first_half,11,Michael Miller,Victoria Ramsey,Office Admin,Office Admin
medical_leave,07-06-2024,10-06-2024,second_half,full_day,4,Michael Reynolds,Tara Cole,Business,Business Development Executive
paternity_leave,09-03-2024,15-03-2024,second_half,first_half,7,Christie Jones,Monica Mitchell,Business,Business Development Executive
academic_leave,25-08-2024,01-09-2024,first_half,full_day,8,Samantha Baker,James Wilkins,HR,HR
maternity_leave,21-02-2024,24-02-2024,first_half,first_half,4,Brandon Tucker,Julia Peterson,Technical,ReactJS
medical_leave,10-12-2023,20-12-2023,first_half,full_day,11,Gregory Smith,Christopher Lyons,Business,Business Development Executive
marriage_leave,27-06-2023,30-06-2023,first_half,full_day,4,Richard Duncan,Taylor Thompson,Office Admin,Office Admin
medical_leave,19-01-2024,28-01-2024,second_half,first_half,10,Kathy Lopez,Allison Grant,Business,Business Development Executive
casual_leave,22-01-2024,25-01-2024,second_half,full_day,4,Paul Case,Meredith Randall,Technical,Angular
paternity_leave,04-06-2024,11-06-2024,second_half,first_half,8,Sara Odom,Amber Harris,Office Admin,Office Admin
paternity_leave,16-04-2025,26-04-2025,second_half,full_day,11,Jeffrey Scott,Joshua Hill,Technical,System
maternity_leave,10-12-2024,17-12-2024,first_half,full_day,8,Alejandro Mahoney,Lawrence Moore,HR,HR
medical_leave,17-07-2023,19-07-2023,full_day,first_half,3,Larry Bender,David Webb,Technical,Android
marriage_leave,06-10-2024,06-10-2024,second_half,full_day,0.5,Andrew Miller,Jerry Christian,Technical,PHP
casual_leave,31-05-2023,03-06-2023,full_day,first_half,4,Alexander Sanders,Jay Davis,Technical,System
marriage_leave,11-01-2024,14-01-2024,full_day,first_half,4,David Robinson,Michael Donaldson,Office Admin,Office Admin
maternity_leave,22-10-2024,27-10-2024,second_half,full_day,6,Calvin Cunningham,Judy Salas,Office Admin,Office Admin
casual_leave,26-02-2025,02-03-2025,second_half,first_half,5,Edward Richmond,Nicholas Stewart,HR,Project coordinator
academic_leave,16-06-2023,18-06-2023,second_half,first_half,3,Andrea Cuevas,Dr. Alexander Estrada,Business,Business Development Executive
paternity_leave,16-01-2024,19-01-2024,first_half,full_day,4,Clayton Griffin,Sean Guerrero,Office Admin,Office Admin
casual_leave,27-02-2025,03-03-2025,second_half,first_half,5,Nicole Hill,David Carroll,Technical,Android
medical_leave,04-08-2023,13-08-2023,second_half,full_day,10,Daniel Landry,Dr. Erin Perez,Technical,ReactJS
casual_leave,29-12-2023,29-12-2023,first_half,first_half,0.5,Stephanie Roberts DDS,Stephanie Smith,Business,Business Development Executive
marriage_leave,29-06-2023,04-07-2023,full_day,full_day,6,Carrie Hopkins,Paige Weber,Office Admin,Office Admin
academic_leave,10-10-2024,20-10-2024,second_half,first_half,11,John Wilson,Cynthia Rice,Technical,ReactJS
marriage_leave,17-08-2024,22-08-2024,full_day,first_half,6,Sheena Porter,Michael Stewart,Office Admin,Office Admin
medical_leave,06-11-2023,09-11-2023,full_day,first_half,4,Nathan Moss,Jake Ward,Technical,ReactJS
academic_leave,25-02-2025,26-02-2025,first_half,full_day,2,Anne Larson,Phillip Bradshaw,Business,Business Development Executive
marriage_leave,25-06-2024,30-06-2024,first_half,full_day,6,Daniel Brewer,Christopher Gonzalez,Technical,iOS
casual_leave,01-04-2024,03-04-2024,full_day,full_day,3,Kristine Wright,Sarah Richardson,Office Admin,Office Admin
marriage_leave,11-12-2023,15-12-2023,second_half,first_half,5,Jessica Rogers,Pamela Tucker,Technical,iOS
marriage_leave,10-02-2025,12-02-2025,second_half,first_half,3,Lori Cannon,Debra Bryan,Technical,ReactJS
paternity_leave,20-11-2024,28-11-2024,second_half,first_half,9,April Casey,Linda Bell,HR,Project coordinator
medical_leave,06-03-2024,12-03-2024,full_day,full_day,7,Adam Stewart,Michael Garcia,Technical,iOS
medical_leave,25-05-2023,03-06-2023,second_half,full_day,10,Whitney Davis,Julie Yoder,Office Admin,Office Admin
paternity_leave,19-05-2023,27-05-2023,second_half,full_day,9,Cynthia Tucker,Jessica Dixon,Office Admin,Office Admin
casual_leave,30-06-2024,30-06-2024,second_half,full_day,0.5,John Garcia,Dwayne Patel,HR,Project coordinator
paternity_leave,09-07-2024,18-07-2024,first_half,full_day,10,Bobby Erickson,Jacqueline Brown,Office Admin,Office Admin
marriage_leave,13-09-2023,19-09-2023,full_day,first_half,7,Janet Austin,Timothy Wilson,Technical,NodeJS
casual_leave,27-09-2023,28-09-2023,full_day,full_day,2,Charles Rivera,John Bailey,Business,Business Development Executive
marriage_leave,28-04-2023,05-05-2023,first_half,full_day,8,John Scott,James Johnston,Technical,System
academic_leave,03-07-2023,04-07-2023,first_half,first_half,2,Emily Christian,April Burgess,Office Admin,Office Admin
medical_leave,27-06-2024,04-07-2024,first_half,first_half,8,Jimmy Pierce,Kevin Hanna,HR,Project coordinator
maternity_leave,27-04-2023,30-04-2023,second_half,full_day,4,Robert French,Travis Fowler,Technical,NodeJS
paternity_leave,09-10-2024,10-10-2024,second_half,full_day,2,Sara Wright,Debra Miles,Technical,Angular
paternity_leave,08-03-2024,15-03-2024,second_half,first_half,8,Eric Woodard,Barbara Sullivan,Technical,Android
casual_leave,21-01-2024,28-01-2024,second_half,full_day,8,Jeffrey Hernandez,Nicholas Parker,HR,Project coordinator
maternity_leave,09-10-2024,13-10-2024,full_day,full_day,5,Nancy Williams,Shelby Dean,Office Admin,Office Admin
maternity_leave,13-06-2024,14-06-2024,second_half,first_half,2,Harold White,Timothy Martin,Office Admin,Office Admin
medical_leave,20-06-2023,22-06-2023,first_half,full_day,3,Terry Willis,Emily Cunningham,Office Admin,Office Admin
academic_leave,23-11-2023,25-11-2023,first_half,full_day,3,Richard Ballard,Marvin Brady,HR,HR
academic_leave,01-12-2023,07-12-2023,first_half,full_day,7,Travis Harper,Robert Hodges,Technical,Angular
marriage_leave,18-07-2023,21-07-2023,full_day,full_day,4,Pamela Cabrera,Tiffany Moore,Office Admin,Office Admin
maternity_leave,28-03-2025,03-04-2025,first_half,full_day,7,Sarah Potter,Nancy Morris,Business,Business Development Executive
casual_leave,25-05-2023,02-06-2023,full_day,full_day,9,Robert Moses,Ashley Wells,Technical,PHP
medical_leave,08-11-2023,18-11-2023,full_day,first_half,11,Larry Anderson,Anthony Lewis,Office Admin,Office Admin
medical_leave,01-07-2023,11-07-2023,full_day,first_half,11,Anthony Huber,Chelsea Shepard,Business,Business Development Executive
paternity_leave,24-12-2024,25-12-2024,full_day,first_half,2,Stephen Gonzalez,Kirk Kent,Technical,ReactJS
academic_leave,07-02-2025,07-02-2025,first_half,first_half,0.5,Mrs. Alyssa Dyer,Brittany Kelley,HR,HR
paternity_leave,03-04-2025,04-04-2025,second_half,first_half,2,Alan Clark,Lisa Golden,HR,HR
maternity_leave,21-08-2023,30-08-2023,first_half,first_half,10,Billy Brown,Cynthia White,Office Admin,Office Admin
medical_leave,18-11-2023,21-11-2023,second_half,full_day,4,Shelia Robinson,Justin Duncan,HR,Project coordinator
academic_leave,01-03-2024,09-03-2024,full_day,first_half,9,Jose Hicks,Sandra Tate DDS,HR,HR
maternity_leave,02-07-2023,07-07-2023,first_half,full_day,6,Melissa Bryant,Shane Dougherty,Technical,iOS
marriage_leave,22-08-2024,29-08-2024,second_half,first_half,8,Antonio Buck,Kevin Green,HR,Project coordinator
maternity_leave,06-04-2024,13-04-2024,first_half,full_day,8,Maria Smith,Stanley Hardy,Technical,PHP
casual_leave,05-01-2024,14-01-2024,first_half,first_half,10,Tommy Lutz,Ricky White,Business,Business Development Executive
academic_leave,09-10-2024,10-10-2024,first_half,full_day,2,Anita Roberts,Charles Sweeney,Office Admin,Office Admin
academic_leave,09-03-2024,11-03-2024,full_day,full_day,3,Rebecca Patterson,Jennifer White MD,HR,HR
casual_leave,08-12-2023,17-12-2023,full_day,first_half,10,Sophia Mckenzie,Jamie Harvey,Business,Business Development Executive
paternity_leave,02-12-2023,04-12-2023,full_day,first_half,3,Raymond Gonzalez,Jacqueline Stuart,Technical,PHP
casual_leave,25-03-2024,03-04-2024,full_day,full_day,10,Jessica Moran,Jennifer Cannon,Office Admin,Office Admin
medical_leave,04-11-2024,11-11-2024,second_half,full_day,8,Debra Phelps,Karen Fuller,Technical,iOS
academic_leave,11-08-2024,12-08-2024,second_half,first_half,2,Anthony Turner,Tiffany Kidd,Office Admin,Office Admin
casual_leave,20-07-2023,25-07-2023,first_half,first_half,6,Brendan Hays,Joshua Glover,Business,Business Development Executive
paternity_leave,04-04-2024,09-04-2024,first_half,full_day,6,Wayne Monroe,Jessica Gonzalez,Technical,ReactJS
maternity_leave,27-03-2024,31-03-2024,first_half,full_day,5,Jose Dixon,Debra Miller,Technical,PHP
academic_leave,20-06-2024,28-06-2024,full_day,full_day,9,Robert Cervantes,Michael Ball,HR,Project coordinator
maternity_leave,15-07-2023,23-07-2023,full_day,full_day,9,Jason Jackson,Kayla Mata,Technical,PHP
maternity_leave,16-12-2023,19-12-2023,second_half,first_half,4,Cesar Marshall,Lorraine Simpson,Technical,ReactJS
marriage_leave,03-08-2023,11-08-2023,first_half,first_half,9,Jeffrey Mclaughlin,Brian Robles,Business,Business Development Executive
casual_leave,02-09-2024,06-09-2024,full_day,full_day,5,Nichole Hall,Travis Johnson,Business,Business Development Executive
academic_leave,20-11-2024,21-11-2024,first_half,full_day,2,Benjamin Fowler,Alexandria Wilson,Technical,NodeJS
marriage_leave,21-08-2023,27-08-2023,first_half,first_half,7,Laura White,Joseph Green,Business,Business Development Executive
academic_leave,24-10-2024,25-10-2024,full_day,first_half,2,Carla Adams,Carl Hunt,HR,HR
marriage_leave,14-11-2023,20-11-2023,full_day,first_half,7,Jonathan Franco,Joshua Garrett,HR,Project coordinator
paternity_leave,21-11-2024,23-11-2024,second_half,first_half,3,Johnny Ford,Sherry Hodges,Office Admin,Office Admin
academic_leave,20-02-2025,02-03-2025,second_half,full_day,11,Mr. Miguel Anderson Jr.,Lisa Hunt,Office Admin,Office Admin
paternity_leave,18-12-2024,21-12-2024,full_day,full_day,4,Terry Gross,Jason Cunningham,HR,Project coordinator
academic_leave,24-01-2024,01-02-2024,second_half,first_half,9,Kristen George,Christina Martinez,Business,Business Development Executive
paternity_leave,21-01-2025,24-01-2025,first_half,full_day,4,Stacy Ray,Michael Owens,Technical,Angular
paternity_leave,23-02-2024,02-03-2024,first_half,first_half,9,Curtis Green,Jacob Brooks,Technical,Angular
academic_leave,25-10-2024,28-10-2024,full_day,first_half,4,Erik Cole,Brianna Love,Office Admin,Office Admin
paternity_leave,24-11-2024,28-11-2024,first_half,first_half,5,Dana Martin,Philip Espinoza,Technical,iOS
maternity_leave,24-07-2024,27-07-2024,first_half,first_half,4,Alexis Schneider,Kimberly Mullins,Technical,PHP
maternity_leave,28-06-2023,07-07-2023,second_half,first_half,10,Sarah Barker,Jonathan Carr,Technical,iOS
maternity_leave,30-12-2024,07-01-2025,second_half,full_day,9,James Alvarado,Anna Allen MD,Business,Business Development Executive
paternity_leave,18-12-2023,26-12-2023,second_half,full_day,9,Heather Lopez,Dr. Christopher Cooper DVM,HR,Project coordinator
casual_leave,21-02-2024,02-03-2024,first_half,full_day,11,Adam Garcia,Joshua Bentley,Technical,ReactJS
medical_leave,01-03-2024,11-03-2024,first_half,full_day,11,Thomas Cooper,Ashley Ayers,Business,Business Development Executive
medical_leave,13-03-2025,22-03-2025,first_half,first_half,10,Michael Donovan,James Jenkins,HR,HR
academic_leave,23-07-2024,01-08-2024,second_half,full_day,10,Ronnie Davis,Louis Allen,Business,Business Development Executive
marriage_leave,20-08-2024,27-08-2024,first_half,first_half,8,Jerry Morgan,David Castro,Business,Business Development Executive
paternity_leave,17-01-2025,17-01-2025,second_half,full_day,0.5,Peter Harrison,Paul Rhodes,HR,HR
maternity_leave,09-11-2023,09-11-2023,first_half,first_half,0.5,Kenneth Glenn,Kathryn Mendoza,Business,Business Development Executive
paternity_leave,07-10-2023,07-10-2023,second_half,first_half,0.5,Sean Smith,Anna Johnson,Technical,PHP
marriage_leave,01-12-2023,08-12-2023,full_day,full_day,8,Emma Rivera,Victor Cobb,HR,Project coordinator
academic_leave,09-06-2024,14-06-2024,first_half,full_day,6,Joanna Wilson,Joann Rogers,HR,Project coordinator
paternity_leave,28-10-2024,29-10-2024,full_day,full_day,2,Rebecca Simmons,Lucas Moore,Technical,Android
casual_leave,13-04-2024,22-04-2024,full_day,full_day,10,Elizabeth Curtis MD,Brittany Ross MD,Office Admin,Office Admin
academic_leave,18-01-2024,27-01-2024,first_half,full_day,10,James King,Patrick Rose,Business,Business Development Executive
maternity_leave,31-12-2024,09-01-2025,second_half,full_day,10,Matthew Alexander,Aaron Randolph,Business,Business Development Executive
academic_leave,12-03-2024,20-03-2024,first_half,full_day,9,Robert Lopez,Steven Liu,Business,Business Development Executive
marriage_leave,12-09-2023,19-09-2023,first_half,first_half,8,Edward Reyes,Desiree Williams,Business,Business Development Executive
casual_leave,03-12-2023,03-12-2023,second_half,full_day,0.5,Kimberly Lee,Candace Smith,HR,Project coordinator
paternity_leave,28-11-2023,02-12-2023,first_half,full_day,5,Monica Johnson,Melissa Morse,HR,Project coordinator
casual_leave,21-11-2024,24-11-2024,second_half,full_day,4,Jennifer Montgomery,Richard Jacobs,Office Admin,Office Admin
academic_leave,13-11-2024,21-11-2024,full_day,full_day,9,Tracy Gonzales,Earl Richard,HR,HR
maternity_leave,05-08-2024,07-08-2024,second_half,first_half,3,Karen Hansen,Brian Castillo,Office Admin,Office Admin
medical_leave,08-10-2024,17-10-2024,second_half,first_half,10,Tammy Williams,Jesus Pena,Technical,iOS
maternity_leave,31-07-2024,04-08-2024,full_day,first_half,5,Joseph Foster,Julia Evans,Technical,Android
maternity_leave,15-09-2023,15-09-2023,full_day,first_half,0.5,Jeff Jackson,Nancy Reed,Office Admin,Office Admin
marriage_leave,02-03-2024,09-03-2024,second_half,first_half,8,Lisa Brown,David Morgan,Business,Business Development Executive
maternity_leave,19-11-2024,26-11-2024,second_half,first_half,8,Peter Mullen,Glenn Ray,Office Admin,Office Admin
maternity_leave,03-10-2023,12-10-2023,first_half,full_day,10,Scott Banks,Joshua Watts,Technical,Android
medical_leave,30-09-2023,03-10-2023,first_half,first_half,4,Stephen Knight,Daniel Nguyen,Office Admin,Office Admin
paternity_leave,23-07-2023,26-07-2023,full_day,first_half,4,Kimberly Pugh,Jordan Carlson,HR,HR
academic_leave,31-12-2024,04-01-2025,second_half,first_half,5,Alexander White,Jeffrey Johnson,Technical,PHP
paternity_leave,27-12-2023,30-12-2023,full_day,first_half,4,Denise Jimenez,Richard Vaughn,HR,Project coordinator
maternity_leave,21-10-2023,21-10-2023,first_half,full_day,0.5,Jesse Johnson,Denise Stone MD,Business,Business Development Executive
academic_leave,28-04-2024,08-05-2024,first_half,full_day,11,Michelle Smith,Holly Vargas,HR,Project coordinator
paternity_leave,12-07-2023,15-07-2023,second_half,full_day,4,Kelly Wilson,Amy Avila,Technical,Android
medical_leave,23-07-2023,01-08-2023,first_half,full_day,10,Miranda Wise,William Mooney DDS,Office Admin,Office Admin
academic_leave,09-06-2023,09-06-2023,full_day,first_half,0.5,Michael Mitchell,Jeffery Parker,Office Admin,Office Admin
casual_leave,25-08-2024,30-08-2024,first_half,full_day,6,Jonathan Williams,Jean Dixon,Office Admin,Office Admin
medical_leave,15-02-2024,18-02-2024,first_half,full_day,4,Connie Washington,Michael Hall,Office Admin,Office Admin
marriage_leave,06-07-2024,15-07-2024,second_half,full_day,10,Bruce Moore,Margaret Dickson,Business,Business Development Executive
maternity_leave,31-08-2023,02-09-2023,full_day,first_half,3,Craig Colon,Daniel Colon,Office Admin,Office Admin
medical_leave,22-04-2023,22-04-2023,full_day,first_half,0.5,Mary Gibbs,Kayla Smith,Office Admin,Office Admin
casual_leave,27-10-2024,27-10-2024,second_half,first_half,0.5,Selena Horn,Ricky Schmidt,Office Admin,Office Admin
